1.20867, 0, 1
0, -0.2, 1.20867
-0.04, 0, 1.39942
-0.04, 0.2, 1.57464
0, 0.4, 1.72736
0.08, 0.6, 1.85147
0.2, 0.8, 1.94204
0.36, 1, 1.99545
0.56, 1.2, 2.00957
0.8, 1.4, 1.98385
1.08, 1.24822, 1.9193
1.32964, 1.04822, 1.8185
1.53929, 0.848219, 1.68546
1.70893, 0.648219, 1.5255
1.83858, 0.448219, 1.34499
1.92822, 0.248219, 1.15112
1.97786, 0.0482193, 0.951626
1.98751, -0.151781, 0.754459
1.95715, -0.351781, 0.56748
1.88679, -0.551781, 0.398142
1.77644, -0.751781, 0.253198
1.62608, -0.951781, 0.138424
1.43573, -1.15178, 0.0583979
1.20537, -1.35178, 0.016309
0.935014, -1.25919, 0.0138354
0.683175, -1.06133, 0.0510757
0.47091, -0.861327, 0.126545
0.298644, -0.661327, 0.237236
0.166379, -0.461327, 0.378733
0.0741138, -0.261327, 0.545398
0.0218485, -0.0613266, 0.730585
0.00958321, 0.138673, 0.926911
0.0373179, 0.338673, 1.12655
0.105053, 0.538673, 1.32154
0.212787, 0.738673, 1.50411
0.360522, 0.938673, 1.66699
0.548257, 1.13867, 1.80367
0.775991, 1.33713, 1.90871
1.04342, 1.21931, 1.97792
1.28728, 1.07952, 2.00854
1.50319, 0.910305, 1.99936
1.68525, 0.710305, 1.95073
1.82731, 0.510305, 1.8646
1.92937, 0.310305, 1.7444
1.99143, 0.110305, 1.59492
2.01349, -0.0896949, 1.42212
1.99555, -0.289695, 1.23289
1.93761, -0.489695, 1.03478
1.83967, -0.689695, 0.835673
1.70173, -0.889695, 0.643521
1.5238, -1.08969, 0.465979
1.30586, -1.19991, 0.310125
1.06588, -1.13349, 0.182174
0.839177, -1.05066, 0.0872246
0.629046, -0.945774, 0.0290638
0.439891, -0.811951, 0.0100098
0.277501, -0.638229, 0.0308223
0.149855, -0.438229, 0.0906715
0.0622093, -0.238229, 0.187171
0.0145635, -0.0382293, 0.316475
0.0069176, 0.161771, 0.473427
0.0392717, 0.361771, 0.651771
0.111626, 0.561771, 0.844396
0.22398, 0.761771, 1.04362
0.376334, 0.961771, 1.24151
0.568688, 1.06432, 1.43017
0.781552, 1.04334, 1.60207
0.990221, 1.01072, 1.75038
1.19237, 0.961141, 1.86916
1.38459, 0.889513, 1.9537
1.5625, 0.790168, 2.00061
1.72053, 0.655086, 2.00803
1.85155, 0.468295, 1.97566
1.94521, 0.268295, 1.90479
1.99887, 0.068295, 1.79825
2.01252, -0.131705, 1.66029
1.98618, -0.331705, 1.4964
1.91984, -0.531705, 1.31312
1.8135, -0.731705, 1.11775
1.66716, -0.931705, 0.918093
1.48082, -0.965576, 0.722097
1.2877, -0.968276, 0.537578
1.09405, -0.959689, 0.371893
0.902111, -0.934618, 0.231648
0.715187, -0.888473, 0.122433
0.537493, -0.81658, 0.0486025
0.374177, -0.71311, 0.0130999
0.231555, -0.568513, 0.0173406
0.117852, -0.368513, 0.0611555
0.0441495, -0.168513, 0.142798
0.0104469, 0.0314874, 0.259013
0.0167444, 0.231487, 0.405167
0.0630419, 0.431487, 0.575434
0.149339, 0.631487, 0.763026
0.275637, 0.831487, 0.960464
0.441934, 0.92326, 1.15988
0.626586, 0.937585, 1.35331
0.814103, 0.943275, 1.53307
1.00276, 0.934705, 1.69196
1.1897, 0.907238, 1.82367
1.37115, 0.856584, 1.92295
1.54246, 0.778045, 1.98582
1.69807, 0.665177, 2.00979
1.83111, 0.50611, 1.99391
1.93233, 0.30611, 1.9388
1.99355, 0.10611, 1.84666
2.01477, -0.0938898, 1.72116
1.996, -0.29389, 1.56732
1.93722, -0.49389, 1.39125
1.83844, -0.69389, 1.19999
1.69966, -0.89389, 1.00115
1.52088, -0.924437, 0.802664
1.336, -0.937626, 0.612444
1.14847, -0.940219, 0.438074
0.960428, -0.92699, 0.286505
0.77503, -0.893504, 0.16378
0.596329, -0.835468, 0.0747901
0.429236, -0.747875, 0.0230844
0.279661, -0.623293, 0.010724
0.155002, -0.446403, 0.0382016
0.0657216, -0.246403, 0.104422
0.016441, -0.0464033, 0.206744
0.00716031, 0.153597, 0.34109
0.0378796, 0.353597, 0.502103
0.108599, 0.553597, 0.683365
0.219318, 0.753597, 0.877648
0.370038, 0.912532, 1.07721
0.552544, 0.929237, 1.27409
0.738391, 0.939901, 1.46044
0.926372, 0.938334, 1.62884
1.11404, 0.919604, 1.77256
1.29796, 0.879387, 1.88588
1.47384, 0.813285, 1.96429
1.63649, 0.715833, 2.00464
1.77966, 0.57821, 2.00535
1.8953, 0.379685, 1.96638
1.97124, 0.179685, 1.88927
2.00718, -0.0203149, 1.77712
2.00311, -0.220315, 1.63438
1.95905, -0.420315, 1.46675
1.87499, -0.620315, 1.28091
1.75092, -0.820315, 1.08427
1.58686, -0.907567, 0.884664
